ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_max,fiftytwo_week_min,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time,security,sector,sub_industry,headquarter,date_added,cik,founded
MKC,77.7,0.54,0.42,0.47,2024-11-26,84.75,64.25,76.94,79.3,75.0,51.0,1.42,1.83,0,0,77.7,2024-11-26,77.25,2024-11-25,0.54,78.8,2024-11-05,74.0,2024-11-15,-1.33,84.75,2024-09-16,64.6,2024-01-22,11.73,104.9,2020-09-02,0.34,1974-08-29,8940.0,McCormick & Company,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",2003-03-20,63754,1889
MKTX,263.2,-0.22,-0.57,0.09,2024-11-26,296.5,193.4,273.5,273.5,231.4,38.47,5.95,2.26,0,0,263.8,2024-11-25,263.2,2024-11-26,-0.22,287.5,2024-11-04,260.2,2024-11-21,-8.41,293.5,2024-10-30,193.4,2024-07-01,-8.11,590.5,2020-12-22,4.31,2008-10-17,1405.0,MarketAxess,Financials,Financial Exchanges & Data,"New York City, New York",2019-07-01,1278021,2000
MLM,597.5,-1.09,-6.61,0.2,2024-11-26,621.5,459.2,596.0,568.0,567.0,56.34,12.53,2.1,0,0,604.0,2024-11-25,597.5,2024-11-26,-1.09,619.5,2024-11-08,580.0,2024-11-01,2.97,621.5,2024-04-08,482.0,2024-01-03,21.66,621.5,2024-04-08,16.75,1995-01-05,2326.0,Martin Marietta Materials,Materials,Construction Materials,"Raleigh, North Carolina",2014-07-02,916076,1993
MMC,232.2,0.67,1.55,0.81,2024-11-26,232.2,185.4,223.5,223.8,214.2,66.56,3.41,1.47,1,0,232.2,2024-11-26,230.8,2024-11-25,0.67,232.2,2024-11-26,219.1,2024-11-01,6.01,232.2,2024-11-26,190.1,2024-01-02,22.14,232.2,2024-11-26,2.31,1980-12-08,7810.0,Marsh McLennan,Financials,Insurance Brokers,"New York City, New York",1987-08-31,62709,1905
MMM,132.4,1.54,2.01,1.31,2024-11-26,139.5,76.3,129.9,132.5,109.9,54.62,2.71,2.04,1,0,132.4,2024-11-26,130.4,2024-11-25,1.54,134.4,2024-11-08,125.9,2024-11-04,4.02,139.5,2024-09-26,76.3,2024-02-16,43.88,216.2,2018-01-26,2.21,1962-06-22,3708.0,3M,Industrials,Industrial Conglomerates,"Saint Paul, Minnesota",1957-03-04,66740,1902
MNST,54.7,-0.54,-0.29,1.85,2024-11-26,60.84,45.0,54.1,52.9,52.75,55.47,1.23,2.24,0,0,54.97,2024-11-25,54.7,2024-11-26,-0.54,56.38,2024-11-13,52.0,2024-11-15,4.56,60.84,2024-03-13,45.0,2024-08-08,-6.66,60.84,2024-03-13,0.01,1995-12-14,inf,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Corona, California",2012-06-28,865752,2012 (1935)
MO,57.44,1.21,0.69,2.39,2024-11-26,57.44,39.72,54.7,52.12,47.62,77.06,0.84,1.46,1,0,57.44,2024-11-26,56.75,2024-11-25,1.21,57.44,2024-11-26,53.53,2024-11-07,6.62,57.44,2024-11-26,39.72,2024-03-04,38.12,89.4,2007-01-11,0.11,1962-10-23,30260.0,Altria,Consumer Staples,Tobacco,"Richmond, Virginia",1957-03-04,764180,1985
MOH,294.8,-1.06,-3.17,0.17,2024-11-26,419.5,275.0,312.2,320.8,341.5,42.0,11.57,3.93,0,0,298.0,2024-11-25,294.8,2024-11-26,-1.06,337.8,2024-11-07,282.5,2024-11-19,-9.78,419.5,2024-03-19,275.0,2024-10-23,-20.66,419.5,2024-03-19,11.17,2008-12-12,2110.0,Molina Healthcare,Health Care,Managed Health Care,"Long Beach, California",2022-03-02,1179929,1980
MOS,25.4,-3.13,-0.82,2.1,2024-11-26,38.16,24.55,26.7,26.45,28.75,41.53,0.82,3.24,0,0,26.23,2024-11-25,25.4,2024-11-26,-3.13,28.34,2024-11-07,25.39,2024-11-19,-5.5,36.66,2024-01-03,24.55,2024-09-10,-30.34,161.1,2008-06-17,5.9,2003-10-24,120.94,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",2011-09-26,1285785,2004 (1865 / 1909)
MPC,156.2,-0.15,-0.24,1.11,2024-11-26,219.1,141.6,153.9,158.5,174.0,49.03,3.63,2.33,0,1,156.5,2024-11-25,156.2,2024-11-26,-0.15,159.9,2024-11-18,143.1,2024-11-01,9.18,219.1,2024-04-05,143.1,2024-11-01,2.56,219.1,2024-04-05,13.53,2011-09-30,739.0,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",2011-07-01,1510295,2009 (1887)
MPWR,576.0,-4.12,-24.77,0.79,2024-11-26,947.0,543.5,682.5,815.0,780.0,28.36,39.3,6.83,0,0,601.0,2024-11-25,576.0,2024-11-26,-4.12,785.5,2024-11-06,560.0,2024-11-20,-24.14,947.0,2024-08-21,560.0,2024-11-20,-4.62,947.0,2024-08-21,5.86,2005-05-12,5756.0,Monolithic Power Systems,Information Technology,Semiconductors,"Kirkland, Washington",2021-02-12,1280452,1997
MRK,101.3,0.13,0.13,4.59,2024-11-26,133.0,96.3,100.25,106.44,120.06,47.84,2.27,2.24,0,0,101.3,2024-11-26,101.2,2024-11-25,0.13,102.94,2024-11-08,96.3,2024-11-15,-0.58,133.0,2024-06-24,96.3,2024-11-15,-10.55,133.0,2024-06-24,0.27,1962-06-22,25520.0,Merck & Co.,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",1957-03-04,310158,1891
MRNA,41.88,-4.05,-1.77,4.85,2024-11-26,166.6,36.84,45.62,53.84,95.6,38.78,3.05,7.29,0,0,43.66,2024-11-25,41.88,2024-11-26,-4.05,54.62,2024-11-01,36.84,2024-11-15,-23.31,166.6,2024-05-24,36.84,2024-11-15,-62.75,484.5,2021-08-09,12.26,2019-08-05,125.25,Moderna,Health Care,Biotechnology,"Cambridge, Massachusetts",2021-07-21,1682852,2010
MS,131.1,-1.89,-2.53,5.22,2024-11-26,135.0,76.9,128.1,117.44,101.06,60.38,3.0,2.29,0,1,133.6,2024-11-25,131.1,2024-11-26,-1.89,135.0,2024-11-21,116.1,2024-11-04,12.22,135.0,2024-11-21,83.9,2024-01-18,39.66,135.0,2024-11-21,7.75,1993-02-23,1592.0,Morgan Stanley,Financials,Investment Banking & Brokerage,"New York City, New York",1993-07-29,895421,1935
MSCI,599.0,1.07,6.37,0.14,2024-11-26,613.5,446.0,589.0,588.0,541.0,55.06,12.87,2.15,1,0,599.0,2024-11-26,592.5,2024-11-25,1.07,610.5,2024-11-13,575.0,2024-11-06,3.66,613.5,2024-10-15,446.0,2024-04-23,7.79,675.0,2021-11-16,11.88,2008-11-20,2196.0,MSCI,Financials,Financial Exchanges & Data,"New York City, New York",2018-04-04,1408198,1969
MSFT,426.2,1.76,7.37,12.5,2024-11-26,467.5,366.0,419.0,421.5,421.8,56.12,7.95,1.87,1,0,426.2,2024-11-26,418.8,2024-11-25,1.76,427.0,2024-11-14,408.5,2024-11-04,3.85,467.5,2024-07-05,367.8,2024-01-05,14.91,467.5,2024-07-05,0.09,1986-03-24,inf,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1994-06-01,789019,1975
MSI,496.8,1.71,8.34,0.3,2024-11-26,504.5,309.2,481.0,467.8,397.8,61.28,8.59,1.73,0,0,496.8,2024-11-26,488.2,2024-11-25,1.71,504.5,2024-11-08,454.0,2024-11-01,9.43,504.5,2024-11-08,309.2,2024-01-05,59.38,504.5,2024-11-08,0.85,1962-10-23,34370.0,Motorola Solutions,Information Technology,Communications Equipment,"Chicago, Illinois",1957-03-04,68505,1928 (2011)
MTB,220.4,-0.72,-1.59,0.46,2024-11-26,222.0,125.25,209.0,193.9,162.1,69.5,4.73,2.15,0,0,222.0,2024-11-25,220.4,2024-11-26,-0.72,222.0,2024-11-25,190.6,2024-11-04,14.62,222.0,2024-11-25,130.5,2024-02-07,58.5,222.0,2024-11-25,0.47,1980-04-15,40900.0,M&T Bank,Financials,Regional Banks,"Buffalo, New York",2004-02-23,36270,1856
MTCH,32.7,0.37,0.12,1.65,2024-11-26,39.03,29.34,33.0,35.56,34.06,46.1,1.1,3.36,1,0,32.7,2024-11-26,32.56,2024-11-25,0.37,37.88,2024-11-06,30.3,2024-11-19,-8.41,39.03,2024-01-09,29.34,2024-07-01,-10.22,175.5,2021-10-21,0.18,1993-04-13,10390.0,Match Group,Communication Services,Interactive Media & Services,"Dallas, Texas",2021-09-20,891103,1986
MTD,1224.0,-0.01,-0.14,0.11,2024-11-26,1531.0,1082.0,1269.0,1355.0,1357.0,40.06,37.2,3.04,0,0,1224.0,2024-11-25,1224.0,2024-11-26,-0.01,1412.0,2024-11-07,1161.0,2024-11-19,-8.77,1531.0,2024-05-16,1132.0,2024-01-05,0.84,1703.0,2021-12-30,14.88,1997-11-14,8132.0,Mettler Toledo,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",2016-09-06,1037646,1945
MU,101.1,-3.2,-3.34,10.84,2024-11-26,153.5,73.1,103.25,103.06,109.8,47.1,3.7,3.66,0,0,104.5,2024-11-25,101.1,2024-11-26,-3.2,113.44,2024-11-07,96.3,2024-11-15,1.41,153.5,2024-06-18,79.5,2024-02-16,22.83,153.5,2024-06-18,0.35,1986-12-08,7060.0,Micron Technology,Information Technology,Semiconductors,"Boise, Idaho",1994-09-27,723125,1978
NCLH,27.33,0.68,0.18,4.44,2024-11-26,27.88,14.48,26.38,23.81,19.38,64.75,0.91,3.35,1,0,27.33,2024-11-26,27.16,2024-11-25,0.68,27.88,2024-11-12,24.88,2024-11-01,9.87,27.88,2024-11-12,14.84,2024-08-07,49.22,63.75,2015-11-02,7.77,2020-03-18,10.27,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2017-10-13,1513761,2011 (1966)
NDAQ,82.5,1.24,1.01,1.05,2024-11-26,82.5,53.97,78.44,75.44,65.9,74.75,1.4,1.7,1,0,82.5,2024-11-26,81.5,2024-11-25,1.24,82.5,2024-11-26,74.3,2024-11-01,11.05,82.5,2024-11-26,55.4,2024-02-16,45.06,82.5,2024-11-26,1.75,2003-04-16,1551.0,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,"New York City, New York",2008-10-22,1120193,1971
NDSN,258.5,-1.89,-4.99,0.14,2024-11-26,279.0,225.0,255.8,255.5,252.5,53.66,5.05,1.95,0,0,263.5,2024-11-25,258.5,2024-11-26,-1.89,264.2,2024-11-06,247.5,2024-11-04,3.85,279.0,2024-05-10,225.0,2024-07-09,-0.01,279.0,2024-05-10,0.89,1981-12-17,17470.0,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,"Westlake, Ohio",2022-02-15,72331,1935
NEE,77.4,0.99,0.76,3.33,2024-11-26,85.44,54.97,76.75,80.56,73.0,47.88,1.72,2.22,0,0,77.4,2024-11-26,76.6,2024-11-25,0.99,78.6,2024-11-05,74.25,2024-11-13,0.06,85.44,2024-10-02,54.97,2024-03-04,25.7,93.4,2021-12-31,0.88,1974-09-13,3316.0,NextEra Energy,Utilities,Multi-Utilities,"Juno Beach, Florida",1976-06-30,753308,1984 (1925)
NEM,42.2,-0.65,-0.27,3.35,2024-11-26,58.7,29.86,43.75,49.8,44.1,33.38,1.21,2.86,0,0,42.47,2024-11-25,42.2,2024-11-26,-0.65,46.0,2024-11-05,40.7,2024-11-14,-6.79,58.7,2024-10-22,29.86,2024-02-27,3.12,85.44,2022-04-18,7.4,1982-06-21,311.0,Newmont,Materials,Gold,"Denver, Colorado",1969-06-30,1164727,1921
NFLX,872.0,0.72,6.23,2.01,2024-11-26,898.0,446.8,817.5,762.0,666.0,68.4,20.78,2.38,0,0,872.0,2024-11-26,865.5,2024-11-25,0.72,898.0,2024-11-22,755.5,2024-11-04,15.3,898.0,2024-11-22,468.5,2024-01-02,86.06,898.0,2024-11-22,0.37,2002-10-09,inf,Netflix,Communication Services,Movies & Entertainment,"Los Gatos, California",2010-12-20,1065280,1997
NI,38.1,0.36,0.13,0.71,2024-11-26,38.1,25.06,36.16,35.2,30.6,74.06,0.55,1.44,0,0,38.1,2024-11-26,37.94,2024-11-25,0.36,38.1,2024-11-26,34.5,2024-11-01,10.42,38.1,2024-11-26,25.06,2024-02-08,41.0,38.1,2024-11-26,1.62,1987-12-15,691.0,NiSource,Utilities,Multi-Utilities,"Merrillville, Indiana",2000-11-02,1111711,1912
NKE,77.8,-1.83,-1.45,4.96,2024-11-26,122.6,71.06,76.5,80.44,86.7,50.9,1.72,2.22,0,0,79.25,2024-11-25,77.8,2024-11-26,-1.83,79.25,2024-11-25,73.4,2024-11-20,-0.32,107.2,2024-02-12,71.06,2024-07-24,-26.97,177.5,2021-11-05,0.11,1984-10-31,43200.0,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",1988-11-30,320187,1964
NOC,490.0,1.0,4.84,0.36,2024-11-26,544.0,423.5,506.5,519.0,480.5,37.75,10.33,2.11,0,0,490.0,2024-11-26,485.2,2024-11-25,1.0,533.5,2024-11-11,485.2,2024-11-25,-3.32,544.0,2024-10-01,423.5,2024-06-13,4.26,549.0,2022-10-31,5.99,1982-03-12,6116.0,Northrop Grumman,Industrials,Aerospace & Defense,"West Falls Church, Virginia",1957-03-04,1133421,"1994 (Northrop 1939, Grumman 1930)"
NOW,1065.0,1.15,12.07,0.39,2024-11-26,1065.0,643.5,1008.5,955.0,815.0,69.4,23.19,2.18,0,0,1065.0,2024-11-26,1053.0,2024-11-25,1.15,1065.0,2024-11-26,943.5,2024-11-01,12.87,1065.0,2024-11-26,643.5,2024-05-30,54.88,1065.0,2024-11-26,23.73,2012-07-11,4228.0,ServiceNow,Information Technology,Systems Software,"Santa Clara, California",2019-11-21,1373715,2003
NRG,100.0,8.82,8.1,2.47,2024-11-26,100.0,46.78,92.75,90.7,78.1,63.97,3.93,3.93,0,0,100.0,2024-11-26,91.9,2024-11-25,8.82,100.0,2024-11-26,86.75,2024-11-01,15.28,100.0,2024-11-26,50.5,2024-01-11,95.06,100.0,2024-11-26,8.98,2016-01-25,938.5,NRG Energy,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas",2010-01-29,1013871,1992
NSC,275.8,-0.03,-0.1,0.6,2024-11-26,277.0,209.9,263.0,255.0,243.4,64.6,5.89,2.14,0,0,276.0,2024-11-25,275.8,2024-11-26,-0.03,277.0,2024-11-06,247.6,2024-11-04,10.29,277.0,2024-11-06,209.9,2024-06-27,17.05,297.8,2021-12-31,4.51,1982-06-17,5692.0,Norfolk Southern Railway,Industrials,Rail Transportation,"Atlanta, Georgia",1957-03-04,702165,1881/1894 (1980)
NTAP,129.5,2.6,3.28,1.25,2024-11-26,134.6,78.1,120.9,122.25,115.94,62.9,3.66,2.82,0,0,129.5,2024-11-26,126.2,2024-11-25,2.6,129.5,2024-11-26,115.44,2024-11-04,11.51,134.6,2024-07-10,84.6,2024-02-21,50.16,148.6,2000-10-20,1.28,1995-11-21,10010.0,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",1999-06-25,1002047,1992
NTRS,110.4,-0.15,-0.17,0.34,2024-11-26,110.5,76.7,105.75,98.56,88.2,73.25,1.97,1.79,0,0,110.5,2024-11-25,110.4,2024-11-26,-0.15,110.5,2024-11-25,99.94,2024-11-01,10.44,110.5,2024-11-25,77.5,2024-02-13,30.03,133.6,2022-01-14,0.77,1980-03-27,13600.0,Northern Trust,Financials,Asset Management & Custody Banks,"Chicago, Illinois",1998-01-30,73124,1889
NUE,153.5,0.03,0.05,0.97,2024-11-26,201.0,137.8,150.4,150.1,163.9,54.38,4.82,3.14,1,0,153.5,2024-11-26,153.5,2024-11-25,0.03,167.8,2024-11-06,142.6,2024-11-04,6.92,201.0,2024-04-05,137.8,2024-09-11,-12.51,201.0,2024-04-05,0.66,1980-03-27,19170.0,Nucor,Materials,Steel,"Charlotte, North Carolina",1985-04-30,73309,1940
NVDA,136.2,0.19,0.26,135.8,2024-11-26,148.9,45.5,142.4,134.8,111.44,44.47,5.27,3.87,0,0,136.2,2024-11-26,136.0,2024-11-25,0.19,148.9,2024-11-07,135.4,2024-11-01,0.65,148.9,2024-11-07,47.56,2024-01-03,182.9,148.9,2024-11-07,0.03,1999-04-26,inf,Nvidia,Information Technology,Semiconductors,"Santa Clara, California",2001-11-30,1045810,1993
NVR,9210.0,-0.93,-86.0,0.01,2024-11-26,9930.0,6108.0,9140.0,9410.0,8350.0,50.22,224.0,2.43,0,0,9300.0,2024-11-25,9210.0,2024-11-26,-0.93,9460.0,2024-11-05,8860.0,2024-11-18,0.74,9930.0,2024-10-18,6856.0,2024-01-24,32.12,9930.0,2024-10-18,0.25,1990-11-26,30200.0,"NVR, Inc.",Consumer Discretionary,Homebuilding,"Reston, Virginia",2019-09-26,906163,1980
NWS,31.88,-0.75,-0.24,0.27,2024-11-26,32.22,22.72,31.06,29.12,27.78,66.5,0.62,1.94,0,0,32.12,2024-11-25,31.88,2024-11-26,-0.75,32.22,2024-11-08,29.08,2024-11-01,9.63,32.22,2024-11-08,24.52,2024-01-17,24.48,32.22,2024-11-08,8.14,2020-03-23,105.25,News Corp (Class B),Communication Services,Publishing,"New York City, New York",2015-09-18,1564708,2013 (News Corporation 1980)
NWSA,29.2,-0.88,-0.26,0.59,2024-11-26,29.55,21.77,28.64,27.25,26.64,63.0,0.55,1.9,0,1,29.45,2024-11-25,29.2,2024-11-26,-0.88,29.55,2024-11-21,27.31,2024-11-01,6.88,29.55,2024-11-21,23.48,2024-01-17,19.56,29.55,2024-11-21,8.18,2020-04-03,84.8,News Corp (Class A),Communication Services,Publishing,"New York City, New York",2013-08-01,1564708,2013 (News Corporation 1980)
NXPI,229.0,-2.1,-4.91,1.3,2024-11-26,290.8,200.0,229.9,233.5,248.2,49.28,7.16,3.13,0,0,233.9,2024-11-25,229.0,2024-11-26,-2.1,238.6,2024-11-01,217.0,2024-11-15,-4.05,290.8,2024-07-16,205.5,2024-01-17,3.51,290.8,2024-07-16,10.68,2010-08-24,1535.0,NXP Semiconductors,Information Technology,Semiconductors,"Eindhoven, Netherlands",2021-03-22,1413447,1953
O,57.72,0.45,0.26,1.62,2024-11-26,64.7,50.8,57.78,60.56,56.6,43.0,0.95,1.64,0,0,57.72,2024-11-26,57.44,2024-11-25,0.45,59.28,2024-11-04,56.06,2024-11-14,-1.99,64.7,2024-10-18,50.8,2024-04-16,-1.47,79.9,2020-02-21,7.39,1994-11-18,644.5,Realty Income,Real Estate,Retail REITs,"San Diego, California",2015-04-07,726728,1969
ODFL,225.0,-0.06,-0.14,0.42,2024-11-26,231.9,168.5,216.6,205.1,198.8,61.72,5.71,2.54,0,0,225.1,2024-11-25,225.0,2024-11-26,-0.06,231.9,2024-11-11,201.0,2024-11-01,11.94,231.9,2024-11-11,168.5,2024-06-07,13.12,231.9,2024-11-11,0.33,1995-12-27,39330.0,Old Dominion,Industrials,Cargo Ground Transportation,"Thomasville, North Carolina",2019-12-09,878927,1934
OKE,112.56,0.94,1.05,2.73,2024-11-26,117.06,66.06,106.1,99.56,85.9,65.06,2.77,2.46,0,0,112.56,2024-11-26,111.5,2024-11-25,0.94,117.06,2024-11-22,93.4,2024-11-01,20.58,117.06,2024-11-22,67.94,2024-02-06,58.5,117.06,2024-11-22,1.07,1988-04-08,2798.0,ONEOK,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",2010-03-15,1039684,1906
OMC,104.9,0.27,0.29,0.4,2024-11-26,105.5,79.1,102.3,102.4,95.56,58.03,2.25,2.15,1,0,104.9,2024-11-26,104.6,2024-11-25,0.27,105.06,2024-11-06,96.9,2024-11-15,3.76,105.5,2024-10-16,84.56,2024-02-09,20.2,105.5,2024-10-16,1.38,1980-04-07,6748.0,Omnicom Group,Communication Services,Advertising,"New York City, New York",1997-12-31,29989,1986
ON,70.9,-2.1,-1.52,2.62,2024-11-26,86.2,60.66,69.8,70.25,72.1,53.6,2.63,3.72,0,0,72.4,2024-11-25,70.9,2024-11-26,-2.1,72.4,2024-11-25,64.75,2024-11-15,-0.17,82.94,2024-03-07,60.66,2024-04-22,-12.99,108.06,2023-08-01,0.91,2002-10-04,195.2,ON Semiconductor,Information Technology,Semiconductors,"Phoenix, Arizona",2022-06-21,1097864,1999
ORCL,190.4,1.3,2.44,3.62,2024-11-26,192.4,100.3,183.4,176.4,141.0,63.16,4.1,2.15,0,0,190.4,2024-11-26,188.0,2024-11-25,1.3,192.4,2024-11-21,169.6,2024-11-04,12.0,192.4,2024-11-21,102.44,2024-01-03,83.0,192.4,2024-11-21,0.04,1986-09-11,inf,Oracle Corporation,Information Technology,Application Software,"Austin, Texas",1989-08-31,1341439,1977
ORLY,1240.0,0.14,1.71,0.18,2024-11-26,1240.0,925.5,1204.0,1184.0,1099.0,61.56,22.3,1.8,1,0,1240.0,2024-11-26,1239.0,2024-11-25,0.14,1240.0,2024-11-26,1147.0,2024-11-01,8.19,1240.0,2024-11-26,925.5,2024-01-05,31.27,1240.0,2024-11-26,2.28,1993-04-28,51460.0,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri",2009-03-27,898173,1957
OTIS,101.9,-0.55,-0.56,0.46,2024-11-26,106.0,84.3,100.25,101.44,97.06,54.88,1.78,1.75,0,0,102.44,2024-11-25,101.9,2024-11-26,-0.55,102.44,2024-11-25,99.1,2024-11-15,2.47,106.0,2024-10-18,85.44,2024-01-17,15.23,106.0,2024-10-18,40.0,2020-03-23,125.2,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,"Farmington, Connecticut",2020-04-03,1781335,"2020 (1853, United Technologies spinoff)"
OXY,49.62,-1.59,-0.8,8.53,2024-11-26,69.25,49.56,50.62,51.72,58.9,41.28,1.16,2.34,0,0,50.44,2024-11-25,49.62,2024-11-26,-1.59,51.94,2024-11-22,49.56,2024-11-01,0.14,69.25,2024-04-11,49.56,2024-11-01,-17.34,110.9,2011-05-02,7.07,1999-03-02,331.8,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1957-03-04,797468,1920
PANW,394.2,2.02,7.8,1.47,2024-11-26,402.2,262.0,383.2,366.2,326.2,59.38,11.19,2.84,0,0,394.2,2024-11-26,386.5,2024-11-25,2.02,402.2,2024-11-13,361.0,2024-11-04,8.7,402.2,2024-11-13,262.0,2024-02-21,36.44,402.2,2024-11-13,13.19,2013-06-24,2126.0,Palo Alto Networks,Information Technology,Systems Software,"Santa Clara, California",2023-06-20,1327567,2005
PARA,10.73,-3.46,-0.39,4.6,2024-11-26,16.84,9.61,10.98,10.68,11.2,48.22,0.35,3.28,0,0,11.12,2024-11-25,10.73,2024-11-26,-3.46,11.55,2024-11-11,10.33,2024-11-19,-2.23,14.69,2024-01-08,9.61,2024-06-18,-25.45,100.3,2021-03-22,3.09,2009-03-09,-59.78,Paramount Global,Communication Services,Movies & Entertainment,"New York City, New York",1994-09-30,813828,2019 (Paramount Pictures 1912)
PAYC,235.8,0.5,1.17,0.16,2024-11-26,235.8,140.1,218.5,188.4,174.6,77.1,6.08,2.58,1,0,235.8,2024-11-26,234.6,2024-11-25,0.5,235.8,2024-11-26,210.6,2024-11-01,11.94,235.8,2024-11-26,140.1,2024-07-09,15.25,553.0,2021-11-02,12.41,2014-07-17,1436.0,Paycom,Industrials,Human Resource & Employment Services,"Oklahoma City, Oklahoma",2020-01-28,1590955,1998
PAYX,145.9,0.46,0.67,0.53,2024-11-26,148.8,116.2,143.9,140.6,127.8,58.88,2.24,1.54,1,0,145.9,2024-11-26,145.2,2024-11-25,0.46,148.8,2024-11-11,139.1,2024-11-01,4.91,148.8,2024-11-11,116.2,2024-07-08,23.8,148.8,2024-11-11,0.13,1984-02-24,inf,Paychex,Industrials,Human Resource & Employment Services,"Penfield, New York",1998-10-01,723531,1971
PCAR,115.9,-0.56,-0.65,0.78,2024-11-26,124.44,90.94,111.75,106.56,106.6,61.84,2.55,2.2,0,0,116.56,2024-11-25,115.9,2024-11-26,-0.56,116.8,2024-11-13,103.4,2024-11-01,12.13,124.44,2024-03-27,91.6,2024-08-07,19.75,124.44,2024-03-27,0.62,1980-04-23,13790.0,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,"Bellevue, Washington",1980-12-31,75362,1905
PCG,21.42,1.06,0.23,3.46,2024-11-26,21.42,16.03,20.77,20.31,18.36,66.6,0.36,1.68,0,0,21.42,2024-11-26,21.19,2024-11-25,1.06,21.42,2024-11-26,19.95,2024-11-04,6.86,21.42,2024-11-26,16.03,2024-04-16,18.64,71.56,2017-09-11,3.8,2019-10-28,51.62,PG&E Corporation,Utilities,Multi-Utilities,"Oakland, California",2022-10-03,1004980,1905
PEG,93.9,0.94,0.88,0.95,2024-11-26,93.9,56.97,88.2,88.75,76.25,68.5,1.78,1.9,1,0,93.9,2024-11-26,93.0,2024-11-25,0.94,93.9,2024-11-26,81.9,2024-11-04,7.54,93.9,2024-11-26,56.97,2024-01-24,52.6,93.9,2024-11-26,5.25,1980-03-06,1373.0,Public Service Enterprise Group,Utilities,Electric Utilities,"Newark, New Jersey",1957-03-04,788784,1903
PEP,162.4,-0.44,-0.71,1.95,2024-11-26,183.1,156.8,163.4,168.5,170.6,43.2,2.47,1.52,0,0,163.0,2024-11-25,162.4,2024-11-26,-0.44,167.9,2024-11-05,156.8,2024-11-19,-1.97,183.1,2024-05-16,156.8,2024-11-19,-6.12,196.1,2023-05-12,0.54,1974-10-03,10030.0,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Purchase, New York",1957-03-04,77476,1898
PFE,25.77,-1.51,-0.4,20.8,2024-11-26,31.39,24.8,26.58,28.05,28.08,39.8,0.63,2.43,0,0,26.17,2024-11-25,25.77,2024-11-26,-1.51,28.1,2024-11-01,24.8,2024-11-15,-8.24,31.39,2024-07-30,24.8,2024-11-15,-13.3,61.25,2021-12-16,0.43,1974-10-04,3062.0,Pfizer,Health Care,Pharmaceuticals,"New York City, New York",1957-03-04,78003,1849
PFG,86.5,-0.6,-0.52,0.27,2024-11-26,91.25,72.3,85.1,86.25,82.2,53.47,1.63,1.88,0,0,87.06,2024-11-25,86.5,2024-11-26,-0.6,87.2,2024-11-11,81.56,2024-11-04,5.28,91.25,2024-10-17,72.94,2024-08-05,9.37,95.0,2022-11-11,5.88,2009-03-09,312.0,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",2002-07-22,1126328,1879
PG,178.9,0.82,1.45,3.18,2024-11-26,178.9,143.9,168.5,170.1,166.1,73.3,2.46,1.38,1,0,178.9,2024-11-26,177.4,2024-11-25,0.82,178.9,2024-11-26,161.0,2024-11-06,8.32,178.9,2024-11-26,147.4,2024-01-05,20.23,178.9,2024-11-26,0.91,1962-06-27,12410.0,Procter & Gamble,Consumer Staples,Personal Care Products,"Cincinnati, Ohio",1957-03-04,80424,1837
PGR,267.2,0.56,1.48,1.07,2024-11-26,267.2,153.4,255.4,253.5,223.6,66.6,5.0,1.87,0,0,267.2,2024-11-26,266.0,2024-11-25,0.56,267.2,2024-11-26,241.5,2024-11-04,10.15,267.2,2024-11-26,161.6,2024-01-02,65.44,267.2,2024-11-26,0.05,1980-03-27,inf,Progressive Corporation,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",1997-08-04,80661,1937
